cell_id,route,c2_scope,problem,panel,N,p,s,K,s_upper_bound,design,law,sparsity_information,cell_index,n_records,n_ok,n_numerical_failure,n_selection_failure_empty,n_program_or_schema_error,n_other_status,n_empty_selection,n_interval_reportable,n_total_failure,n_containment,containment,containment_se,n_containment_selected,containment_selected,containment_selected_se,n_containment_candidate_raw_field,n_containment_selected_raw_naive,n_exact_recovery,exact_recovery,exact_recovery_se,n_exact_recovery_recomputed_ok_only,n_recovery_field_vs_recomputed_mismatch,n_naive_recovery_bug,naive_recovery_bug_excess,n_strict_simultaneous_coverage,strict_simultaneous_coverage,strict_simultaneous_coverage_se,n_coverage_conditional_numerator,n_coverage_numerator_not_subset_of_recovery,coverage_conditional_on_exact_recovery,coverage_conditional_on_exact_recovery_se,coverage_conditional_denominator,n_active_joint_coverage_field,mean_interval_width,mean_interval_width_se,mean_interval_width_n,n_width_missing_among_ok,n_computational_failure,computational_failure_rate,computational_failure_rate_se,false_negative_count_reportable,false_negative_count_including_empty_selection,false_negative_count_including_all_nonok,false_negative_denominator_reportable_records,false_negative_denominator_all_records,false_negative_rate_per_active_coord_reportable,false_negative_rate_per_active_coord_all,n_records_with_any_false_negative,false_positive_count,n_records_with_any_false_positive,false_positive_rate_per_record_reportable,n_tail_boundary_hits_positive,false_negative_rate_per_active_coord_reportable_se,false_negative_rate_per_active_coord_all_se,false_negative_record_rate_reportable,false_negative_record_rate_reportable_se,false_negative_record_rate_all,false_negative_record_rate_all_se,false_positive_record_rate_reportable,false_positive_record_rate_reportable_se,empty_selection_rate,empty_selection_rate_se,n_ok_rate,n_ok_rate_se
auc_N2000_p5000_s3_identity_law5,unknown_s,interior,auc,IDENTITY_REFERENCE,2000,5000,3,6,6,identity,5,upper_bound_K_known,148,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,953,0.953,0.0066926079,953,0,0.953,0.0066926079,1000,953,0.6714604569,0.0018626338,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_identity_law6,known_s,interior,auc,IDENTITY_REFERENCE,2000,5000,3,6,6,identity,6,exact_s_known,149,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,947,0.947,0.0070845607,947,0,0.947,0.0070845607,1000,947,0.7259863153,0.0021807133,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_identity_law6,unknown_s,interior,auc,IDENTITY_REFERENCE,2000,5000,3,6,6,identity,6,upper_bound_K_known,149,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,947,0.947,0.0070845607,947,0,0.947,0.0070845607,1000,947,0.7259863153,0.0021807133,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_toeplitz_law1,known_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,toeplitz,1,exact_s_known,150,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,950,0.95,0.0068920244,950,0,0.95,0.0068920244,1000,950,0.6079110838,0.0012466883,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_toeplitz_law1,unknown_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,toeplitz,1,upper_bound_K_known,150,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,950,0.95,0.0068920244,950,0,0.95,0.0068920244,1000,950,0.6079110838,0.0012466883,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_toeplitz_law2,known_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,toeplitz,2,exact_s_known,151,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,944,0.944,0.0072707634,944,0,0.944,0.0072707634,1000,944,0.656043147,0.0016219792,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_toeplitz_law2,unknown_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,toeplitz,2,upper_bound_K_known,151,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,944,0.944,0.0072707634,944,0,0.944,0.0072707634,1000,944,0.656043147,0.0016219792,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_toeplitz_law3,known_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,toeplitz,3,exact_s_known,152,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,949,0.949,0.006956939,949,0,0.949,0.006956939,1000,949,0.6286537371,0.0013641065,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_toeplitz_law3,unknown_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,toeplitz,3,upper_bound_K_known,152,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,949,0.949,0.006956939,949,0,0.949,0.006956939,1000,949,0.6286537371,0.0013641065,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_toeplitz_law4,known_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,toeplitz,4,exact_s_known,153,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,937,0.937,0.0076831634,937,0,0.937,0.0076831634,1000,937,0.6782517772,0.0018492616,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_toeplitz_law4,unknown_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,toeplitz,4,upper_bound_K_known,153,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,937,0.937,0.0076831634,937,0,0.937,0.0076831634,1000,937,0.6782517772,0.0018492616,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_toeplitz_law5,known_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,toeplitz,5,exact_s_known,154,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,941,0.941,0.0074511073,941,0,0.941,0.0074511073,1000,941,0.6770698163,0.0019408951,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_toeplitz_law5,unknown_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,toeplitz,5,upper_bound_K_known,154,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,941,0.941,0.0074511073,941,0,0.941,0.0074511073,1000,941,0.6770698163,0.0019408951,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_toeplitz_law6,known_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,toeplitz,6,exact_s_known,155,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,952,0.952,0.0067598817,952,0,0.952,0.0067598817,1000,952,0.7298750059,0.0021591098,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_toeplitz_law6,unknown_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,toeplitz,6,upper_bound_K_known,155,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,952,0.952,0.0067598817,952,0,0.952,0.0067598817,1000,952,0.7298750059,0.0021591098,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_tridiag_law1,known_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,tridiag,1,exact_s_known,156,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,958,0.958,0.0063431853,958,0,0.958,0.0063431853,1000,958,0.6046158161,0.0011661391,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_tridiag_law1,unknown_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,tridiag,1,upper_bound_K_known,156,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,958,0.958,0.0063431853,958,0,0.958,0.0063431853,1000,958,0.6046158161,0.0011661391,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_tridiag_law2,known_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,tridiag,2,exact_s_known,157,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,947,0.947,0.0070845607,947,0,0.947,0.0070845607,1000,947,0.6575070049,0.0017117619,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_tridiag_law2,unknown_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,tridiag,2,upper_bound_K_known,157,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,947,0.947,0.0070845607,947,0,0.947,0.0070845607,1000,947,0.6575070049,0.0017117619,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_tridiag_law3,known_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,tridiag,3,exact_s_known,158,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,962,0.962,0.0060461558,962,0,0.962,0.0060461558,1000,962,0.6291219672,0.0014194218,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_tridiag_law3,unknown_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,tridiag,3,upper_bound_K_known,158,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,962,0.962,0.0060461558,962,0,0.962,0.0060461558,1000,962,0.6291219672,0.0014194218,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_tridiag_law4,known_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,tridiag,4,exact_s_known,159,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,947,0.947,0.0070845607,947,0,0.947,0.0070845607,1000,947,0.6759904799,0.001768111,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_tridiag_law4,unknown_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,tridiag,4,upper_bound_K_known,159,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,947,0.947,0.0070845607,947,0,0.947,0.0070845607,1000,947,0.6759904799,0.001768111,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_tridiag_law5,known_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,tridiag,5,exact_s_known,160,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,948,0.948,0.007021111,948,0,0.948,0.007021111,1000,948,0.6697980134,0.0018297788,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_tridiag_law5,unknown_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,tridiag,5,upper_bound_K_known,160,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,948,0.948,0.007021111,948,0,0.948,0.007021111,1000,948,0.6697980134,0.0018297788,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_tridiag_law6,known_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,tridiag,6,exact_s_known,161,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,948,0.948,0.007021111,948,0,0.948,0.007021111,1000,948,0.7297732239,0.0020990644,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_tridiag_law6,unknown_s,interior,auc,CORRELATED_STRESS,2000,5000,3,6,6,tridiag,6,upper_bound_K_known,161,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,948,0.948,0.007021111,948,0,0.948,0.007021111,1000,948,0.7297732239,0.0020990644,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N500_p1000_s3_identity_law1,known_s,interior,auc,IDENTITY_REFERENCE,500,1000,3,6,6,identity,1,exact_s_known,108,1000,998,2,0,0,0,0,998,2,998,0.998,0.0014127986,998,0.998,0.0014127986,998,998,998,0.998,0.0014127986,998,0,1000,2,963,0.963,0.0059691708,963,0,0.9649298597,0.0058230612,998,963,1.2643258905,0.0052725154,998,0,2,0.002,0.0014127986,0,0,6,998,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998,0.0014127986
auc_N500_p1000_s3_identity_law1,unknown_s,interior,auc,IDENTITY_REFERENCE,500,1000,3,6,6,identity,1,upper_bound_K_known,108,1000,998,2,0,0,0,0,998,2,998,0.998,0.0014127986,998,0.998,0.0014127986,998,998,995,0.995,0.0022304708,995,0,997,2,960,0.96,0.0061967734,960,0,0.9648241206,0.0058402981,995,962,1.2644260887,0.0052578542,998,0,2,0.002,0.0014127986,0,0,6,998,1000,0.0,0.0,0,3,3,0.003006012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.003006012,0.0017329114,0.0,0.0,0.998,0.0014127986
auc_N500_p1000_s3_identity_law2,known_s,boundary,auc,IDENTITY_REFERENCE,500,1000,3,6,6,identity,2,exact_s_known,109,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,965,0.965,0.0058116263,965,0,0.965,0.0058116263,1000,965,1.3363907498,0.0062829568,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N500_p1000_s3_identity_law2,unknown_s,boundary,auc,IDENTITY_REFERENCE,500,1000,3,6,6,identity,2,upper_bound_K_known,109,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,992,0.992,0.0028170907,1000,992,988,0.988,0.0034432543,988,0,988,0,953,0.953,0.0066926079,953,0,0.9645748988,0.0058809171,988,956,1.3278513144,0.0064277472,1000,0,0,0.0,0.0,10,10,10,1000,1000,0.0033333333,0.0033333333,8,4,4,0.004,0,0.0010523343,0.0010523343,0.008,0.0028170907,0.008,0.0028170907,0.004,0.001995996,0.0,0.0,1.0,0.0
auc_N500_p1000_s3_identity_law3,known_s,boundary,auc,IDENTITY_REFERENCE,500,1000,3,6,6,identity,3,exact_s_known,110,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,944,0.944,0.0072707634,944,0,0.944,0.0072707634,1000,944,1.2922336846,0.0058866398,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N500_p1000_s3_identity_law3,unknown_s,boundary,auc,IDENTITY_REFERENCE,500,1000,3,6,6,identity,3,upper_bound_K_known,110,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,997,0.997,0.0017294508,997,0,997,0,941,0.941,0.0074511073,941,0,0.9438314945,0.0072919904,997,944,1.2925460369,0.005895337,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,3,3,0.003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0017294508,0.0,0.0,1.0,0.0
auc_N500_p1000_s3_identity_law4,known_s,boundary,auc,IDENTITY_REFERENCE,500,1000,3,6,6,identity,4,exact_s_known,111,1000,999,1,0,0,0,0,999,1,999,0.999,0.0009994999,999,0.999,0.0009994999,999,999,999,0.999,0.0009994999,999,0,1000,1,942,0.942,0.0073916169,942,0,0.9429429429,0.0073386242,999,942,1.3705565234,0.0066429266,999,0,1,0.001,0.0009994999,0,0,3,999,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.0009994999
auc_N500_p1000_s3_identity_law4,unknown_s,boundary,auc,IDENTITY_REFERENCE,500,1000,3,6,6,identity,4,upper_bound_K_known,111,1000,999,1,0,0,0,0,999,1,999,0.999,0.0009994999,986,0.986,0.0037153735,999,986,979,0.979,0.0045342033,979,0,980,1,922,0.922,0.0084803302,922,0,0.9417773238,0.0074839151,979,928,1.3571371165,0.0069579558,999,0,1,0.001,0.0009994999,16,16,19,999,1000,0.005338672,0.0053333333,13,7,7,0.007007007,0,0.0013311006,0.001329773,0.013013013,0.0035856005,0.013,0.0035820385,0.007007007,0.0026391047,0.0,0.0,0.999,0.0009994999
auc_N500_p1000_s3_identity_law5,known_s,boundary,auc,IDENTITY_REFERENCE,500,1000,3,6,6,identity,5,exact_s_known,112,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,920,0.92,0.0085790442,920,0,0.92,0.0085790442,1000,920,1.3661902309,0.0077548294,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N500_p1000_s3_identity_law5,unknown_s,boundary,auc,IDENTITY_REFERENCE,500,1000,3,6,6,identity,5,upper_bound_K_known,112,1000,995,0,5,0,0,5,995,5,995,0.995,0.0022304708,953,0.953,0.0066926079,1000,953,949,0.949,0.006956939,949,0,949,0,874,0.874,0.0104939983,874,0,0.9209694415,0.0087576388,949,879,1.324993897,0.0084619349,995,0,0,0.0,0.0,51,66,66,995,1000,0.0170854271,0.022,42,4,4,0.0040201005,0,0.0023719124,0.002678059,0.0422110553,0.0063743583,0.047,0.0066926079,0.0040201005,0.0020060059,0.005,0.0022304708,0.995,0.0022304708
auc_N500_p1000_s3_identity_law6,known_s,boundary,auc,IDENTITY_REFERENCE,500,1000,3,6,6,identity,6,exact_s_known,113,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,917,0.917,0.0087241619,917,0,0.917,0.0087241619,1000,917,1.4575283203,0.0084323115,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N500_p1000_s3_identity_law6,unknown_s,boundary,auc,IDENTITY_REFERENCE,500,1000,3,6,6,identity,6,upper_bound_K_known,113,1000,986,0,14,0,0,14,986,14,986,0.986,0.0037153735,909,0.909,0.0090949986,1000,909,909,0.909,0.0090949986,909,0,909,0,830,0.83,0.0118785521,830,0,0.9130913091,0.0093434393,909,833,1.3735533875,0.0102180325,986,0,0,0.0,0.0,95,137,137,986,1000,0.0321162948,0.0456666667,77,0,0,0.0,0,0.0032417179,0.0038114399,0.0780933063,0.0085449973,0.091,0.0090949986,0.0,0.0,0.014,0.0037153735,0.986,0.0037153735
auc_N500_p1000_s3_toeplitz_law1,known_s,boundary,auc,CORRELATED_STRESS,500,1000,3,6,6,toeplitz,1,exact_s_known,114,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,958,0.958,0.0063431853,958,0,0.958,0.0063431853,1000,958,1.2627255024,0.0053847627,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N500_p1000_s3_toeplitz_law1,unknown_s,boundary,auc,CORRELATED_STRESS,500,1000,3,6,6,toeplitz,1,upper_bound_K_known,114,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,999,0.999,0.0009994999,999,0,999,0,957,0.957,0.0064149045,957,0,0.957957958,0.0063493955,999,958,1.2627040314,0.0053847112,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,1,1,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0009994999,0.0,0.0,1.0,0.0
auc_N500_p1000_s3_toeplitz_law2,known_s,boundary,auc,CORRELATED_STRESS,500,1000,3,6,6,toeplitz,2,exact_s_known,115,1000,998,2,0,0,0,0,998,2,998,0.998,0.0014127986,998,0.998,0.0014127986,998,998,998,0.998,0.0014127986,998,0,1000,2,939,0.939,0.0075682891,939,0,0.9408817635,0.0074655703,998,939,1.3495419571,0.0065577301,998,0,2,0.002,0.0014127986,0,0,6,998,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998,0.0014127986
auc_N500_p1000_s3_toeplitz_law2,unknown_s,boundary,auc,CORRELATED_STRESS,500,1000,3,6,6,toeplitz,2,upper_bound_K_known,115,1000,997,2,1,0,0,1,997,3,997,0.997,0.0017294508,985,0.985,0.0038438262,998,985,981,0.981,0.0043172908,981,0,983,2,922,0.922,0.0084803302,922,0,0.9398572885,0.0075908071,981,926,1.3364808305,0.0067833357,997,0,2,0.002,0.0014127986,14,17,23,997,1000,0.0046807088,0.0056666667,12,4,4,0.0040120361,0,0.0012480409,0.001370469,0.0120361083,0.003453552,0.013,0.0035820385,0.0040120361,0.0020019899,0.001,0.0009994999,0.997,0.0017294508
auc_N500_p1000_s3_toeplitz_law3,known_s,boundary,auc,CORRELATED_STRESS,500,1000,3,6,6,toeplitz,3,exact_s_known,116,1000,999,1,0,0,0,0,999,1,999,0.999,0.0009994999,999,0.999,0.0009994999,999,999,999,0.999,0.0009994999,999,0,1000,1,955,0.955,0.006555532,955,0,0.955955956,0.0064920191,999,955,1.2935629494,0.0057776219,999,0,1,0.001,0.0009994999,0,0,3,999,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.0009994999
auc_N500_p1000_s3_toeplitz_law3,unknown_s,boundary,auc,CORRELATED_STRESS,500,1000,3,6,6,toeplitz,3,upper_bound_K_known,116,1000,999,1,0,0,0,0,999,1,999,0.999,0.0009994999,997,0.997,0.0017294508,999,997,993,0.993,0.0026364749,993,0,994,1,949,0.949,0.006956939,949,0,0.9556898288,0.0065303367,993,953,1.2917584579,0.0057993163,999,0,1,0.001,0.0009994999,2,2,5,999,1000,0.000667334,0.0006666667,2,4,4,0.004004004,0,0.0004717189,0.0004712474,0.002002002,0.0014142114,0.002,0.0014127986,0.004004004,0.00199799,0.0,0.0,0.999,0.0009994999
