cell_id,route,c2_scope,problem,panel,N,p,s,K,s_upper_bound,design,law,sparsity_information,cell_index,n_records,n_ok,n_numerical_failure,n_selection_failure_empty,n_program_or_schema_error,n_other_status,n_empty_selection,n_interval_reportable,n_total_failure,n_containment,containment,containment_se,n_containment_selected,containment_selected,containment_selected_se,n_containment_candidate_raw_field,n_containment_selected_raw_naive,n_exact_recovery,exact_recovery,exact_recovery_se,n_exact_recovery_recomputed_ok_only,n_recovery_field_vs_recomputed_mismatch,n_naive_recovery_bug,naive_recovery_bug_excess,n_strict_simultaneous_coverage,strict_simultaneous_coverage,strict_simultaneous_coverage_se,n_coverage_conditional_numerator,n_coverage_numerator_not_subset_of_recovery,coverage_conditional_on_exact_recovery,coverage_conditional_on_exact_recovery_se,coverage_conditional_denominator,n_active_joint_coverage_field,mean_interval_width,mean_interval_width_se,mean_interval_width_n,n_width_missing_among_ok,n_computational_failure,computational_failure_rate,computational_failure_rate_se,false_negative_count_reportable,false_negative_count_including_empty_selection,false_negative_count_including_all_nonok,false_negative_denominator_reportable_records,false_negative_denominator_all_records,false_negative_rate_per_active_coord_reportable,false_negative_rate_per_active_coord_all,n_records_with_any_false_negative,false_positive_count,n_records_with_any_false_positive,false_positive_rate_per_record_reportable,n_tail_boundary_hits_positive,false_negative_rate_per_active_coord_reportable_se,false_negative_rate_per_active_coord_all_se,false_negative_record_rate_reportable,false_negative_record_rate_reportable_se,false_negative_record_rate_all,false_negative_record_rate_all_se,false_positive_record_rate_reportable,false_positive_record_rate_reportable_se,empty_selection_rate,empty_selection_rate_se,n_ok_rate,n_ok_rate_se
auc_N1000_p2000_s3_identity_law1,known_s,interior,auc,IDENTITY_REFERENCE,1000,2000,3,6,6,identity,1,exact_s_known,126,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,969,0.969,0.0054807846,969,0,0.969,0.0054807846,1000,969,0.8675794467,0.0024609711,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_identity_law1,unknown_s,interior,auc,IDENTITY_REFERENCE,1000,2000,3,6,6,identity,1,upper_bound_K_known,126,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,969,0.969,0.0054807846,969,0,0.969,0.0054807846,1000,969,0.8675794467,0.0024609711,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_identity_law2,known_s,interior,auc,IDENTITY_REFERENCE,1000,2000,3,6,6,identity,2,exact_s_known,127,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,945,0.945,0.0072093689,945,0,0.945,0.0072093689,1000,945,0.9293316411,0.003154326,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_identity_law2,unknown_s,interior,auc,IDENTITY_REFERENCE,1000,2000,3,6,6,identity,2,upper_bound_K_known,127,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,945,0.945,0.0072093689,945,0,0.945,0.0072093689,1000,945,0.9293316411,0.003154326,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_identity_law3,known_s,interior,auc,IDENTITY_REFERENCE,1000,2000,3,6,6,identity,3,exact_s_known,128,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,947,0.947,0.0070845607,947,0,0.947,0.0070845607,1000,947,0.9026673184,0.0028316102,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_identity_law3,unknown_s,interior,auc,IDENTITY_REFERENCE,1000,2000,3,6,6,identity,3,upper_bound_K_known,128,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,947,0.947,0.0070845607,947,0,0.947,0.0070845607,1000,947,0.9026673184,0.0028316102,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_identity_law4,known_s,interior,auc,IDENTITY_REFERENCE,1000,2000,3,6,6,identity,4,exact_s_known,129,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,941,0.941,0.0074511073,941,0,0.941,0.0074511073,1000,941,0.9632616844,0.0034951629,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_identity_law4,unknown_s,interior,auc,IDENTITY_REFERENCE,1000,2000,3,6,6,identity,4,upper_bound_K_known,129,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,941,0.941,0.0074511073,941,0,0.941,0.0074511073,1000,941,0.9632616844,0.0034951629,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_identity_law5,known_s,boundary,auc,IDENTITY_REFERENCE,1000,2000,3,6,6,identity,5,exact_s_known,130,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,933,0.933,0.0079063898,933,0,0.933,0.0079063898,1000,933,0.9614797062,0.0038064474,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_identity_law5,unknown_s,boundary,auc,IDENTITY_REFERENCE,1000,2000,3,6,6,identity,5,upper_bound_K_known,130,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,933,0.933,0.0079063898,933,0,0.933,0.0079063898,1000,933,0.9614797062,0.0038064474,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_identity_law6,known_s,boundary,auc,IDENTITY_REFERENCE,1000,2000,3,6,6,identity,6,exact_s_known,131,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,942,0.942,0.0073916169,942,0,0.942,0.0073916169,1000,942,1.0253035088,0.0042890545,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_identity_law6,unknown_s,boundary,auc,IDENTITY_REFERENCE,1000,2000,3,6,6,identity,6,upper_bound_K_known,131,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,942,0.942,0.0073916169,942,0,0.942,0.0073916169,1000,942,1.0253035088,0.0042890545,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_toeplitz_law1,known_s,interior,auc,CORRELATED_STRESS,1000,2000,3,6,6,toeplitz,1,exact_s_known,132,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,955,0.955,0.006555532,955,0,0.955,0.006555532,1000,955,0.8673906572,0.0024817436,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_toeplitz_law1,unknown_s,interior,auc,CORRELATED_STRESS,1000,2000,3,6,6,toeplitz,1,upper_bound_K_known,132,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,955,0.955,0.006555532,955,0,0.955,0.006555532,1000,955,0.8673906572,0.0024817436,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_toeplitz_law2,known_s,interior,auc,CORRELATED_STRESS,1000,2000,3,6,6,toeplitz,2,exact_s_known,133,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,946,0.946,0.0071473072,946,0,0.946,0.0071473072,1000,946,0.9328296917,0.0033223427,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_toeplitz_law2,unknown_s,interior,auc,CORRELATED_STRESS,1000,2000,3,6,6,toeplitz,2,upper_bound_K_known,133,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,946,0.946,0.0071473072,946,0,0.946,0.0071473072,1000,946,0.9328296917,0.0033223427,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_toeplitz_law3,known_s,interior,auc,CORRELATED_STRESS,1000,2000,3,6,6,toeplitz,3,exact_s_known,134,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,955,0.955,0.006555532,955,0,0.955,0.006555532,1000,955,0.9036500103,0.0028328602,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_toeplitz_law3,unknown_s,interior,auc,CORRELATED_STRESS,1000,2000,3,6,6,toeplitz,3,upper_bound_K_known,134,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,955,0.955,0.006555532,955,0,0.955,0.006555532,1000,955,0.9036500103,0.0028328602,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_toeplitz_law4,known_s,interior,auc,CORRELATED_STRESS,1000,2000,3,6,6,toeplitz,4,exact_s_known,135,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,938,0.938,0.0076260081,938,0,0.938,0.0076260081,1000,938,0.960441676,0.0035181622,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_toeplitz_law4,unknown_s,interior,auc,CORRELATED_STRESS,1000,2000,3,6,6,toeplitz,4,upper_bound_K_known,135,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,938,0.938,0.0076260081,938,0,0.938,0.0076260081,1000,938,0.960441676,0.0035181622,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_toeplitz_law5,known_s,boundary,auc,CORRELATED_STRESS,1000,2000,3,6,6,toeplitz,5,exact_s_known,136,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,937,0.937,0.0076831634,937,0,0.937,0.0076831634,1000,937,0.958509915,0.0039437246,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_toeplitz_law5,unknown_s,boundary,auc,CORRELATED_STRESS,1000,2000,3,6,6,toeplitz,5,upper_bound_K_known,136,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,999,0.999,0.0009994999,999,0,999,0,936,0.936,0.0077397674,936,0,0.9369369369,0.0076905955,999,937,0.9584671196,0.0039450384,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,1,1,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0009994999,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_toeplitz_law6,known_s,boundary,auc,CORRELATED_STRESS,1000,2000,3,6,6,toeplitz,6,exact_s_known,137,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,936,0.936,0.0077397674,936,0,0.936,0.0077397674,1000,936,1.0316203762,0.0042915727,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_toeplitz_law6,unknown_s,boundary,auc,CORRELATED_STRESS,1000,2000,3,6,6,toeplitz,6,upper_bound_K_known,137,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,936,0.936,0.0077397674,936,0,0.936,0.0077397674,1000,936,1.0316203762,0.0042915727,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_tridiag_law1,known_s,interior,auc,CORRELATED_STRESS,1000,2000,3,6,6,tridiag,1,exact_s_known,138,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,956,0.956,0.0064856765,956,0,0.956,0.0064856765,1000,956,0.8658683002,0.0025242975,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_tridiag_law1,unknown_s,interior,auc,CORRELATED_STRESS,1000,2000,3,6,6,tridiag,1,upper_bound_K_known,138,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,999,0.999,0.0009994999,999,0,999,0,955,0.955,0.006555532,955,0,0.955955956,0.0064920191,999,956,0.8659827403,0.0025244285,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,1,1,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0009994999,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_tridiag_law2,known_s,interior,auc,CORRELATED_STRESS,1000,2000,3,6,6,tridiag,2,exact_s_known,139,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,932,0.932,0.0079609045,932,0,0.932,0.0079609045,1000,932,0.9345918465,0.0032989687,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_tridiag_law2,unknown_s,interior,auc,CORRELATED_STRESS,1000,2000,3,6,6,tridiag,2,upper_bound_K_known,139,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,932,0.932,0.0079609045,932,0,0.932,0.0079609045,1000,932,0.9345918465,0.0032989687,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_tridiag_law3,known_s,interior,auc,CORRELATED_STRESS,1000,2000,3,6,6,tridiag,3,exact_s_known,140,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,956,0.956,0.0064856765,956,0,0.956,0.0064856765,1000,956,0.8980993526,0.0028310882,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_tridiag_law3,unknown_s,interior,auc,CORRELATED_STRESS,1000,2000,3,6,6,tridiag,3,upper_bound_K_known,140,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,956,0.956,0.0064856765,956,0,0.956,0.0064856765,1000,956,0.8980993526,0.0028310882,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_tridiag_law4,known_s,interior,auc,CORRELATED_STRESS,1000,2000,3,6,6,tridiag,4,exact_s_known,141,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,950,0.95,0.0068920244,950,0,0.95,0.0068920244,1000,950,0.9570060261,0.0034714187,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_tridiag_law4,unknown_s,interior,auc,CORRELATED_STRESS,1000,2000,3,6,6,tridiag,4,upper_bound_K_known,141,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,999,0.999,0.0009994999,999,0,999,0,949,0.949,0.006956939,949,0,0.9499499499,0.0068987416,999,950,0.9569168629,0.0034685617,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,1,1,0.001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0009994999,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_tridiag_law5,known_s,boundary,auc,CORRELATED_STRESS,1000,2000,3,6,6,tridiag,5,exact_s_known,142,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,953,0.953,0.0066926079,953,0,0.953,0.0066926079,1000,953,0.9534994177,0.0036843463,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_tridiag_law5,unknown_s,boundary,auc,CORRELATED_STRESS,1000,2000,3,6,6,tridiag,5,upper_bound_K_known,142,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,953,0.953,0.0066926079,953,0,0.953,0.0066926079,1000,953,0.9534994177,0.0036843463,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_tridiag_law6,known_s,boundary,auc,CORRELATED_STRESS,1000,2000,3,6,6,tridiag,6,exact_s_known,143,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,939,0.939,0.0075682891,939,0,0.939,0.0075682891,1000,939,1.0347848215,0.004167171,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N1000_p2000_s3_tridiag_law6,unknown_s,boundary,auc,CORRELATED_STRESS,1000,2000,3,6,6,tridiag,6,upper_bound_K_known,143,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,999,0.999,0.0009994999,1000,999,998,0.998,0.0014127986,998,0,998,0,937,0.937,0.0076831634,937,0,0.9388777555,0.0075829624,998,937,1.03376819,0.0041667567,1000,0,0,0.0,0.0,1,1,1,1000,1000,0.0003333333,0.0003333333,1,1,1,0.001,0,0.0003332778,0.0003332778,0.001,0.0009994999,0.001,0.0009994999,0.001,0.0009994999,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_identity_law1,known_s,interior,auc,IDENTITY_REFERENCE,2000,5000,3,6,6,identity,1,exact_s_known,144,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,943,0.943,0.0073315073,943,0,0.943,0.0073315073,1000,943,0.6040783661,0.0011986552,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_identity_law1,unknown_s,interior,auc,IDENTITY_REFERENCE,2000,5000,3,6,6,identity,1,upper_bound_K_known,144,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,943,0.943,0.0073315073,943,0,0.943,0.0073315073,1000,943,0.6040783661,0.0011986552,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_identity_law2,known_s,interior,auc,IDENTITY_REFERENCE,2000,5000,3,6,6,identity,2,exact_s_known,145,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,943,0.943,0.0073315073,943,0,0.943,0.0073315073,1000,943,0.6563017768,0.0016585933,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_identity_law2,unknown_s,interior,auc,IDENTITY_REFERENCE,2000,5000,3,6,6,identity,2,upper_bound_K_known,145,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,943,0.943,0.0073315073,943,0,0.943,0.0073315073,1000,943,0.6563017768,0.0016585933,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_identity_law3,known_s,interior,auc,IDENTITY_REFERENCE,2000,5000,3,6,6,identity,3,exact_s_known,146,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,958,0.958,0.0063431853,958,0,0.958,0.0063431853,1000,958,0.6305705306,0.0014832618,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_identity_law3,unknown_s,interior,auc,IDENTITY_REFERENCE,2000,5000,3,6,6,identity,3,upper_bound_K_known,146,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,958,0.958,0.0063431853,958,0,0.958,0.0063431853,1000,958,0.6305705306,0.0014832618,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_identity_law4,known_s,interior,auc,IDENTITY_REFERENCE,2000,5000,3,6,6,identity,4,exact_s_known,147,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,943,0.943,0.0073315073,943,0,0.943,0.0073315073,1000,943,0.6749639968,0.0017935422,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_identity_law4,unknown_s,interior,auc,IDENTITY_REFERENCE,2000,5000,3,6,6,identity,4,upper_bound_K_known,147,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,943,0.943,0.0073315073,943,0,0.943,0.0073315073,1000,943,0.6749639968,0.0017935422,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
auc_N2000_p5000_s3_identity_law5,known_s,interior,auc,IDENTITY_REFERENCE,2000,5000,3,6,6,identity,5,exact_s_known,148,1000,1000,0,0,0,0,0,1000,0,1000,1.0,0.0,1000,1.0,0.0,1000,1000,1000,1.0,0.0,1000,0,1000,0,953,0.953,0.0066926079,953,0,0.953,0.0066926079,1000,953,0.6714604569,0.0018626338,1000,0,0,0.0,0.0,0,0,0,1000,1000,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
