family,treatment,comparator,outcome,contrast,estimate,standard_error,ci_95_low,ci_95_high,p_value,p_value_holm,significant_holm_0_05
prespecified_newbie_visit_interactions,Mens E-Mail,No E-Mail,visit,ATE(newbie=1) - ATE(newbie=0),-0.00252783519545,0.00675397370432,-0.0157653804084,0.0107097100175,0.708200645397,0.708200645397,false
prespecified_newbie_visit_interactions,Womens E-Mail,No E-Mail,visit,ATE(newbie=1) - ATE(newbie=0),0.0102946727286,0.00645642758953,-0.00235969281563,0.0229490382729,0.110827593924,0.221655187849,false
